0.5,9.3899e-06
1.5,0.00014586
2.5,5.0387e-05
3.5,2.9598e-05
4.5,4.7752e-05
5.5,4.1805e-05
6.5,4.7466e-05
7.5,7.8861e-05
8.5,6.8999e-05
9.5,5.4901e-05
10.5,3.8756e-05
11.5,2.5840e-05
12.5,1.4957e-05
13.5,1.5583e-05
14.5,3.1793e-05
15.5,3.2487e-05
16.5,6.9825e-05
17.5,0.00035614
18.5,0.00021287
19.5,0.00018317
20.5,0.00013677
21.5,0.00011856
22.5,0.00011876
23.5,6.8618e-05
24.5,8.7328e-05
25.5,0.00014031
26.5,5.3687e-05
27.5,0.00010475
28.5,0.00026573
29.5,0.00011437
30.5,0.00045253
31.5,8.9422e-05
32.5,5.7718e-05
33.5,0.00018914
34.5,6.7450e-05
35.5,6.8726e-05
36.5,9.0881e-05
37.5,1.9312e-05
38.5,9.4988e-06
39.5,6.6705e-06
40.5,7.4886e-06
41.5,1.3330e-05
42.5,5.9580e-06
43.5,1.0266e-05
44.5,8.2736e-06
45.5,7.2350e-06
46.5,1.6235e-05
47.5,8.3729e-06
48.5,1.2922e-05
49.5,2.3467e-05
50.5,2.1567e-05
51.5,9.6745e-06
52.5,1.2471e-05
53.5,7.0935e-06
54.5,5.0171e-06
55.5,1.9205e-05
56.5,6.1146e-06
57.5,5.9174e-06
58.5,3.0811e-05
59.5,7.0542e-06
60.5,1.5799e-05
61.5,1.2328e-05
62.5,2.4515e-05
63.5,1.8765e-05
64.5,3.9932e-06
65.5,3.5644e-06
66.5,4.0625e-06
67.5,3.2206e-06
68.5,6.0377e-06
69.5,4.9604e-06
70.5,8.3862e-06
71.5,4.0411e-06
72.5,4.1064e-06
73.5,2.7815e-06
74.5,3.6068e-06
75.5,4.5678e-06
76.5,1.0404e-05
77.5,9.4221e-06
78.5,1.2346e-05
79.5,9.1050e-06
80.5,8.4407e-06
81.5,8.4036e-06
82.5,1.0480e-05
83.5,2.0222e-05
84.5,1.4690e-05
85.5,1.7112e-05
86.5,1.8894e-05
87.5,2.2299e-05
88.5,2.6990e-05
89.5,2.9603e-05
90.5,3.3266e-05
91.5,3.1539e-05
92.5,1.1681e-05
93.5,1.2246e-05
94.5,9.3072e-06
95.5,7.9725e-06
96.5,6.2753e-06
97.5,6.0492e-05
98.5,1.1757e-05
99.5,1.7168e-05
100.5,9.9157e-06
101.5,1.1839e-05
102.5,6.3099e-05
103.5,6.0634e-05
104.5,1.5081e-05
105.5,1.3510e-05
106.5,1.5955e-05
107.5,1.8097e-05
108.5,2.7087e-05
109.5,2.1273e-05
110.5,2.2327e-05
111.5,2.3185e-05
112.5,2.3046e-05
113.5,1.6079e-05
114.5,1.8789e-05
115.5,2.1499e-05
116.5,2.5536e-05
117.5,9.3447e-05
118.5,3.6438e-05
119.5,5.7667e-05
120.5,0.00019657
121.5,0.0073163
122.5,7.6329e-05
123.5,4.9173e-05
124.5,3.6029e-05
125.5,2.9767e-05
126.5,4.5496e-05
127.5,2.1418e-05
128.5,1.6885e-05
129.5,2.3971e-05
130.5,0.00015399
131.5,2.6591e-05
132.5,2.0695e-05
133.5,0.00021476
134.5,2.0534e-05
135.5,4.1689e-05
136.5,2.7663e-05
137.5,2.9444e-05
138.5,2.7020e-05
139.5,8.3039e-05
140.5,6.7197e-05
141.5,4.0277e-05
142.5,4.2326e-05
143.5,4.9856e-05
144.5,4.4860e-05
145.5,4.9253e-05
146.5,6.3277e-05
147.5,7.8912e-05
148.5,7.8131e-05
149.5,6.9361e-05
150.5,7.6741e-05
151.5,8.1361e-05
152.5,0.00011003
153.5,0.00012230
154.5,0.00020365
155.5,0.00017580
156.5,0.00017866
157.5,0.00015609
158.5,0.00014963
159.5,0.00015140
160.5,0.00017498
161.5,0.00019939
162.5,0.00024082
163.5,0.00024976
164.5,0.00029294
165.5,0.00048542
166.5,0.00030975
167.5,0.00036820
168.5,0.00041963
169.5,0.00055561
170.5,0.00063724
171.5,0.00063876
172.5,0.00068521
173.5,0.00069959
174.5,0.00083850
175.5,0.0010557
176.5,0.0011316
177.5,0.0013924
178.5,0.0015078
179.5,0.0015886
180.5,0.0020826
181.5,0.0024684
182.5,0.0023149
183.5,0.0024744
184.5,0.0021727
185.5,0.0025096
186.5,0.0028341
187.5,0.0031553
188.5,0.0031058
189.5,0.0021718
190.5,0.0000
191.5,0.0000
192.5,0.0000
193.5,0.0000
194.5,0.0000
